feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,score
9.1,0.27,0.32,1.1,0.9,0.031,15,151,22,0.9936,3.03,42,0.41,10.6,5
8.9,0.34,0.32,1.3,0.5,0.041,12,188,48,0.9953,3.17,81,0.49,9.5,5
7,0.17,0.37,5.7,1,0.025,29,111,19,0.9938,3.2,17,0.49,10.8,6
6.7,0.25,0.23,7.2,0.75,0.038,61,220,14,0.9952,3.14,63,0.35,9.5,5
6.9,0.32,0.17,7.6,0.9,0.042,69,219,21,0.9959,3.13,25,0.4,8.9,5
6.8,0.32,0.18,7.5,1,0.041,71,223,15,0.9959,3.14,1,0.41,8.9,5
6.1,0.6,0,1.3,0.7,0.042,24,79,49,0.9937,3.31,0,0.38,9.4,4
5.3,0.395,0.07,1.3,0.9,0.035,26,102,23,0.992,3.5,59,0.35,10.6,6
7.9,0.16,0.3,4.8,0.5,0.037,37,171,35,0.9967,3.47,50,0.44,9,4
7.6,0.33,0.36,2.1,0.5,0.034,26,172,20,0.9944,3.42,34,0.48,10.5,4
7.8,0.3,0.29,16.85,0.8,0.054,23,135,50,0.9998,3.16,49,0.38,9,6
7.8,0.3,0.29,16.85,0.5,0.054,23,135,36,0.9998,3.16,57,0.38,9,6
5.7,0.26,0.27,4.1,0.55,0.201,73.5,189.5,32,0.9942,3.27,10,0.38,9.4,6
7.8,0.3,0.29,16.85,0.6,0.054,23,135,43,0.9998,3.16,87,0.38,9,6
7.5,0.14,0.34,1.3,0.85,0.055,50,153,38,0.9945,3.29,88,0.8,9.6,6
7.8,0.3,0.29,16.85,0.7,0.054,23,135,21,0.9998,3.16,75,0.38,9,6
6.6,0.25,0.41,7.4,0.9,0.043,29,151,36,0.9946,3.15,46,0.6,10.2,7
5.7,0.26,0.27,4.1,0.65,0.201,73.5,189.5,43,0.9942,3.27,9,0.38,9.4,6
8.2,0.23,0.49,0.9,0.65,0.057,15,73,41,0.9928,3.07,31,0.38,10.4,6
6,0.24,0.32,6.3,0.7,0.03,34,129,24,0.9946,3.52,47,0.41,10.4,5
6.1,0.45,0.27,0.8,0.55,0.039,13,82,13,0.9927,3.23,78,0.32,9.5,5
7.4,0.23,0.43,1.4,0.6,0.044,22,113,46,0.9938,3.22,64,0.62,10.6,6
7.2,0.2,0.38,1,0.9,0.037,21,74,24,0.9918,3.21,1,0.37,11,5
7.5,0.14,0.34,1.3,0.55,0.055,50,153,45,0.9945,3.29,97,0.8,9.6,6
7.7,0.25,0.43,4.5,0.75,0.062,20,115,13,0.9966,3.38,62,0.5,9.9,6
8.2,0.61,0.45,5.4,0.75,0.03,15,118,34,0.9954,3.14,61,0.34,9.6,5
7.6,0.21,0.44,1.9,0.5,0.036,10,119,46,0.9913,3.01,80,0.7,12.8,6
7.4,0.22,0.33,2,0.5,0.045,31,101,40,0.9931,3.42,91,0.55,11.4,5
7.2,0.26,0.26,12.7,0.8,0.036,49,214,11,0.9986,3.41,5,0.5,10,6
6.4,0.25,0.41,8.6,0.55,0.042,57,173,28,0.9965,3,0,0.44,9.1,5
6.3,0.32,0.35,11.1,0.5,0.039,29,198,40,0.9984,3.36,34,0.5,9.4,7
6.8,0.25,0.29,2,0.75,0.042,19,189,10,0.9952,3.46,54,0.54,10.2,6
9.8,0.44,0.4,2.8,0.95,0.036,35,167,10,0.9956,2.97,3,0.39,9.2,5
7.2,0.2,0.25,4.5,0.5,0.044,31,109,46,0.9949,3.23,49,0.36,9.4,5
8.2,0.61,0.45,5.4,0.5,0.03,15,118,19,0.9954,3.14,15,0.34,9.6,5
7.5,0.42,0.45,9.1,1,0.029,20,125,42,0.996,3.12,23,0.36,10.1,6
7.4,0.22,0.33,2,1,0.045,31,101,31,0.9931,3.42,45,0.55,11.4,5
6.4,0.26,0.3,2.2,0.5,0.025,33,134,48,0.992,3.21,60,0.47,10.6,6
7.9,0.46,0.32,4.1,0.8,0.033,40,138,45,0.9912,3.18,92,0.44,12.8,7
6.5,0.41,0.64,11.8,0.7,0.065,65,225,18,0.9978,3.12,63,0.51,8.9,5
7.5,0.32,0.37,1.2,0.55,0.048,22,184,12,0.9938,3.09,75,0.43,9.3,5
6.6,0.21,0.38,2.2,0.5,0.026,40,104,14,0.9914,3.25,0,0.4,11.1,8
7.1,0.21,0.3,1.4,0.6,0.037,45,143,48,0.9932,3.13,65,0.33,9.9,6
7.6,0.26,0.47,1.6,0.85,0.068,5,55,27,0.9944,3.1,71,0.45,9.6,5
7.6,0.21,0.44,1.9,0.6,0.036,10,119,33,0.9913,3.01,60,0.7,12.8,6
6.9,0.25,0.26,5.2,0.55,0.024,36,135,47,0.9948,3.16,18,0.72,10.7,7
7.1,0.26,0.32,14.45,0.75,0.074,29,107,31,0.998,2.96,39,0.42,9.2,6
7.3,0.22,0.4,14.75,1,0.042,44.5,129.5,19,0.9998,3.36,0,0.41,9.1,7
6.2,0.37,0.22,8.3,0.5,0.025,36,216,23,0.9964,3.33,25,0.6,9.6,6
7.9,0.22,0.45,14.2,0.6,0.038,53,141,31,0.9992,3.03,35,0.46,9.2,6
6.9,0.25,0.26,5.2,0.5,0.024,36,135,43,0.9948,3.16,71,0.72,10.7,7
7.3,0.22,0.4,14.75,1,0.042,44.5,129.5,14,0.9998,3.36,72,0.41,9.1,7
7.1,0.26,0.32,14.45,0.9,0.074,29,107,36,0.998,2.96,92,0.42,9.2,6
7.4,0.25,0.37,6.9,0.55,0.02,14,93,36,0.9939,3,38,0.48,10.7,7
6.8,0.18,0.37,1.5,0.65,0.027,37,93,39,0.992,3.3,65,0.45,10.8,6
7,0.17,0.37,1.5,0.8,0.028,26,75,46,0.9922,3.3,14,0.46,10.8,7
6.4,0.3,0.38,7.8,0.55,0.046,35,192,42,0.9955,3.1,90,0.37,9,5
5,0.33,0.16,1.5,0.8,0.049,10,97,26,0.9917,3.48,15,0.44,10.7,6
5,0.33,0.16,1.5,0.7,0.049,10,97,46,0.9917,3.48,48,0.44,10.7,6
8.9,0.33,0.32,1.5,0.85,0.047,11,200,45,0.9954,3.19,83,0.46,9.4,5
7,0.26,0.46,15.55,0.8,0.037,61,171,28,0.9986,2.94,49,0.35,8.8,6
6.4,0.3,0.38,7.8,0.7,0.046,35,192,15,0.9955,3.1,62,0.37,9,5
6.3,0.21,0.4,1.7,0.65,0.031,48,134,33,0.9917,3.42,93,0.49,11.5,6
8,0.23,0.46,1.5,0.75,0.03,30,125,28,0.9907,3.23,28,0.47,12.5,6
9.2,0.28,0.41,1,0.5,0.042,14,59,14,0.9922,2.96,24,0.25,10.5,6
7.3,0.27,0.39,6.7,0.5,0.064,28,188,25,0.9958,3.29,32,0.3,9.7,5
7.6,0.32,0.36,1.6,0.65,0.04,32,155,22,0.993,3.23,36,0.52,11.3,6
5,0.33,0.16,1.5,0.55,0.049,10,97,28,0.9917,3.48,72,0.44,10.7,6
9.7,0.24,0.45,1.2,0.55,0.033,11,59,18,0.9926,2.74,8,0.47,10.8,6
8,0.28,0.42,7.1,0.55,0.045,41,169,34,0.9959,3.17,32,0.43,10.6,5
8.2,0.37,0.36,1,0.65,0.034,17,93,19,0.9906,3.04,5,0.32,11.7,8
8,0.61,0.38,12.1,0.55,0.301,24,220,29,0.9993,2.94,82,0.48,9.2,5
7.2,0.26,0.44,7.1,0.9,0.027,25,126,37,0.993,3.02,50,0.34,11.1,8
8.2,0.37,0.36,1,0.85,0.034,17,93,16,0.9906,3.04,62,0.32,11.7,8
6.4,0.23,0.33,1.15,0.95,0.044,15.5,217.5,11,0.992,3.33,90,0.44,11,6
5.9,0.4,0.32,6,0.85,0.034,50,127,17,0.992,3.51,57,0.58,12.5,7
7.6,0.28,0.39,1.2,0.5,0.038,21,115,14,0.994,3.16,90,0.67,10,6
8,0.28,0.42,7.1,0.8,0.045,41,169,43,0.9959,3.17,76,0.43,10.6,5
7.2,0.23,0.39,2.3,0.55,0.033,29,102,48,0.9908,3.26,80,0.54,12.3,7
6.8,0.32,0.37,3.4,0.95,0.023,19,87,48,0.9902,3.14,37,0.53,12.7,6
7.2,0.23,0.39,2.3,0.85,0.033,29,102,45,0.9908,3.26,68,0.54,12.3,7
6.9,0.18,0.38,6.5,0.9,0.039,20,110,44,0.9943,3.1,16,0.42,10.5,5
9.4,0.26,0.53,1.2,0.8,0.047,25,109,39,0.9921,3.23,42,0.28,12.5,6
8.3,0.33,0.42,1.15,0.8,0.033,18,96,40,0.9911,3.2,89,0.32,12.4,3
7.3,0.29,0.3,13,0.7,0.043,46,238,32,0.9986,3.06,41,0.41,8.7,6
7.9,0.41,0.37,4.5,0.9,0.03,40,114,18,0.992,3.17,66,0.54,12.4,7
7.9,0.44,0.37,5.85,0.6,0.033,27,93,44,0.992,3.16,76,0.54,12.6,7
7.7,0.39,0.3,5.2,0.55,0.037,29,131,31,0.9943,3.38,52,0.44,11,6
7.7,0.26,0.31,1.3,0.85,0.043,47,155,29,0.9937,3.42,6,0.5,10.1,6
7.8,0.32,0.31,1.7,0.65,0.036,46,195,47,0.993,3.03,63,0.48,10.5,5
6.8,0.32,0.37,3.4,0.65,0.023,19,87,36,0.9902,3.14,90,0.53,12.7,6
7.3,0.24,0.39,3.6,0.55,0.024,35,116,28,0.9928,3.17,31,0.51,10.9,5
7.1,0.44,0.37,2.7,0.9,0.041,35,128,30,0.9896,3.07,1,0.43,13.5,7
10.3,0.25,0.48,2.2,1,0.042,28,164,21,0.998,3.19,72,0.59,9.7,5
7.9,0.14,0.28,1.8,0.9,0.041,44,178,34,0.9954,3.45,2,0.43,9.2,6
7.4,0.18,0.42,2.1,0.75,0.036,33,187,38,0.9938,3.4,70,0.41,10.6,7
8.1,0.43,0.42,6.6,0.7,0.033,36,141,37,0.9918,2.98,33,0.39,13.3,7
7.1,0.44,0.37,2.7,0.5,0.041,35,128,48,0.9896,3.07,99,0.43,13.5,7
6.4,0.26,0.22,5.1,0.75,0.037,23,131,38,0.9944,3.29,40,0.32,10.1,5
8,0.66,0.72,17.55,0.65,0.042,62,233,17,0.9999,2.92,82,0.68,9.4,4
8,0.2,0.4,5.2,0.9,0.055,41,167,50,0.9953,3.18,6,0.4,10.6,7
7.2,NA,0.34,1.1,0.6,0.046,25,80,28,0.992,3.25,52,0.4,11.3,6
7.2,0.18,0.31,1.1,0.95,0.045,20,73,45,0.9925,3.32,100,0.4,10.8,7
8.4,0.57,0.44,10.7,0.55,0.051,46,195,11,0.9981,3.15,15,0.51,10.4,5
5.3,0.26,0.23,5.15,0.55,0.034,48,160,16,0.9952,3.82,96,0.51,10.5,7
5.7,0.245,0.33,1.1,0.75,0.049,28,150,47,0.9927,3.13,18,0.42,9.3,5
5.6,0.245,0.32,1.1,1,0.047,24,152,42,0.9927,3.12,92,0.42,9.3,6
7.3,0.25,0.41,1.8,0.6,0.037,52,165,19,0.9911,3.29,27,0.39,12.2,7
7,0.16,0.73,1,0.75,0.138,58,150,43,0.9936,3.08,92,0.3,9.2,5
6.4,0.22,0.34,1.8,1,0.057,29,104,37,0.9959,3.81,43,0.57,10.3,6
7.3,0.18,0.65,1.4,0.85,0.046,28,157,44,0.9946,3.33,0,0.62,9.4,6
6.4,0.17,0.27,6.7,0.55,0.036,88,223,14,0.9948,3.28,22,0.35,10.2,6
6.9,0.29,0.16,6.8,0.85,0.034,65,212,41,0.9955,3.08,64,0.39,9,6
6.2,0.21,0.38,6.8,0.85,0.036,NA,245,22,0.9951,3.06,81,0.36,9.3,6
6.4,0.23,0.3,7.1,1,0.037,63,236,12,0.9952,3.06,93,0.34,9.2,6
7.3,0.19,0.68,1.5,0.8,0.05,31,156,49,0.9946,3.32,49,0.64,9.4,6
7.3,0.18,0.65,1.4,0.65,0.046,28,157,25,0.9946,3.33,63,0.62,9.4,6
9.6,0.29,0.46,1.45,0.9,0.039,77.5,223,38,0.9944,2.92,30,0.46,9.5,6
7.2,0.14,0.35,1.2,0.95,0.036,15,73,46,0.9938,3.46,63,0.39,9.9,5
6.9,0.31,0.34,7.4,0.8,0.059,36,174,14,0.9963,3.46,11,0.62,11.1,7
7.5,0.28,0.34,4.2,0.55,0.028,36,116,26,0.991,2.99,16,0.41,12.3,8
8,0.22,0.42,14.6,0.7,0.044,45,163,46,1.0003,3.21,78,0.69,8.6,7
7.6,0.31,0.29,10.5,0.9,0.04,21,145,48,0.9966,3.04,4,0.35,9.4,5
8.4,0.35,0.56,13.8,1,0.048,55,190,17,0.9993,3.07,28,0.58,9.4,6
8,0.22,0.42,14.6,0.95,0.044,45,163,33,1.0003,3.21,25,0.69,8.6,7
8.1,0.5,0.47,1.1,0.8,0.037,23,126,37,0.9938,3.21,66,0.42,10.9,5
7,0.39,0.31,5.3,0.95,0.169,32,162,18,0.9965,3.2,98,0.48,9.4,5
8.1,0.5,0.47,1.1,0.5,0.037,23,126,15,0.9938,3.21,44,0.42,10.9,5
8.4,0.35,0.56,13.8,0.65,0.048,55,190,46,0.9993,3.07,4,0.58,9.4,6
6.2,0.22,0.27,1.5,0.75,0.064,20,132,25,0.9938,3.22,8,0.46,9.2,6
8,0.22,0.42,14.6,0.55,0.044,45,163,12,1.0003,3.21,67,0.69,8.6,7
7.6,0.31,0.29,10.5,0.85,0.04,21,145,42,0.9966,3.04,96,0.35,9.4,5
7,0.24,0.36,4.9,0.75,0.083,10,133,26,0.9942,3.33,3,0.37,10.8,6
6.6,0.27,0.3,1.9,0.75,0.025,14,153,21,0.9928,3.29,9,0.62,10.5,6
7.8,NA,0.41,1.7,0.9,0.026,29,140,45,0.991,3.02,99,0.78,12.5,6
7.7,0.27,0.34,1.8,0.7,0.028,26,168,30,0.9911,2.99,83,0.48,12.1,7
7.4,0.31,0.74,10.7,1,0.039,51,147,29,0.9977,3.02,8,0.43,8.7,5
8,0.45,0.36,8.8,0.65,0.026,50,151,25,0.9927,3.07,69,0.25,12.7,8
7.7,0.27,0.34,1.8,0.75,0.028,26,168,20,0.9911,2.99,71,0.48,12.1,7
7.8,0.16,0.41,1.7,0.85,0.026,29,140,33,0.991,3.02,97,0.78,12.5,6
6.6,0.16,0.29,1.8,0.65,0.05,40,147,27,0.9912,3.06,29,0.44,11.4,7
8.3,0.21,0.4,1.6,0.65,0.032,35,110,29,0.9907,3.02,9,0.6,12.9,7
7.2,0.32,0.33,1.4,0.85,0.029,29,109,18,0.9902,3.15,93,0.51,12.8,7
6.6,0.16,0.3,1.6,0.65,0.034,15,78,29,0.992,3.38,53,0.44,11.2,6
8.4,0.16,0.33,1.5,0.75,0.033,16,98,34,0.994,3.14,92,0.42,9.7,6
7.5,0.23,0.32,9.2,0.5,0.038,54,191,30,0.9966,3.04,40,0.56,9.7,6
6.2,0.17,0.3,1.1,0.55,0.037,14,79,45,0.993,3.5,48,0.54,10.3,6
6.9,0.39,0.22,4.3,0.5,0.03,10,102,47,0.993,3,80,0.87,11.6,4
6.9,0.41,0.22,4.2,0.75,0.031,10,102,29,0.993,3,90,0.86,11.6,4
7.5,0.23,0.32,9.2,0.75,0.038,54,191,17,0.9966,3.04,8,0.56,9.7,6
7.5,0.38,0.33,5,0.85,0.045,30,131,50,0.9942,3.32,79,0.44,10.9,6
7.3,0.42,0.38,6.8,1,0.045,29,122,13,0.9925,3.19,27,0.37,12.6,7
7.3,0.34,0.39,5.2,0.85,0.04,45,163,40,0.9925,3.3,23,0.47,12.4,6
7.8,0.23,0.28,4.75,0.7,0.042,45,166,33,0.9928,2.96,24,0.4,11.5,5
9,0.245,0.38,5.9,0.55,0.045,52,159,24,0.995,2.93,17,0.35,10.2,6
6.9,0.2,0.4,7.7,0.55,0.032,51,176,44,0.9939,3.22,10,0.27,11.4,5
7.4,0.19,0.42,6.4,0.55,0.067,39,212,30,0.9958,3.3,2,0.33,9.6,6
8.2,0.2,0.36,8.1,1,0.035,60,163,17,0.9952,3.05,51,0.3,10.3,6
8,0.59,0.71,17.35,0.5,0.038,61,228,20,1,2.95,64,0.75,9.3,5
7.9,0.14,0.45,1.8,0.7,0.05,17,114,21,0.9948,3.33,46,0.49,10.7,7
6.8,0.24,0.4,1.8,0.65,0.047,34,105,41,0.99,3.13,48,0.49,12.8,8
9.7,0.14,0.59,1.5,0.75,0.049,23,142,30,0.9958,2.98,24,0.62,9.5,5
9.2,0.15,0.68,1.6,0.7,0.046,22,130,11,0.9948,3.02,21,0.45,10.4,6
9.4,0.17,0.55,1.6,0.95,0.049,14,94,32,0.9949,3.02,86,0.61,10.3,6
5.2,0.365,0.08,13.5,0.65,0.041,37,142,32,0.997,3.46,90,0.39,9.9,6
6.3,0.23,0.22,3.75,0.5,0.039,37,116,40,0.9927,3.23,20,0.5,10.7,6
9.6,0.25,0.54,1.3,1,0.04,16,160,29,0.9938,2.94,58,0.43,10.5,5
9.2,0.32,0.42,1.3,0.7,0.046,14,186,41,0.9949,3.08,35,0.48,9.6,5
6.4,0.31,0.4,6.2,1,0.04,46,169,11,0.9953,3.15,11,0.46,9.3,6
8.1,0.2,0.36,9.7,0.75,0.044,63,162,33,0.997,3.1,2,0.46,10,6
7.9,0.255,0.26,2,0.65,0.026,40,190,40,0.9932,3.04,95,0.39,11.2,6
7,0.15,0.34,1.4,0.95,0.039,21,177,29,0.9927,3.32,76,0.62,10.8,5
6.4,0.15,0.31,1.1,0.95,0.044,25,96,35,0.9932,3.54,36,0.51,10.3,6
6.4,0.25,0.53,6.6,0.6,0.038,59,234,41,0.9955,3.03,72,0.42,8.8,5
7.6,0.19,0.42,1.5,1,0.044,6,114,10,0.9914,3.04,79,0.74,12.8,6
7.3,0.43,0.37,4.6,0.6,0.028,17,114,36,0.991,3.23,9,0.43,13.2,6
5.1,0.31,0.3,0.9,0.5,0.037,28,152,12,0.992,3.54,18,0.56,10.1,6
6.2,0.2,0.26,1.7,0.65,0.093,40,161,41,0.9924,3.44,36,0.66,11,5
6.9,0.16,0.35,1.3,0.5,0.043,21,182,34,0.9927,3.25,99,0.62,10.8,6
7.7,0.32,0.48,2.3,0.7,0.04,28,114,32,0.9911,3.2,86,0.52,12.8,7
6.5,0.22,0.72,6.8,0.95,0.042,33,168,27,0.9958,3.12,77,0.36,9.2,6
6.8,0.26,0.33,1.5,0.8,0.047,44,167,23,0.9928,3.12,92,0.44,10.5,6
5.2,0.37,0.33,1.2,0.8,0.028,13,81,28,0.9902,3.37,72,0.38,11.7,6
8.4,0.19,0.43,2.1,0.95,0.052,20,104,36,0.994,2.85,48,0.46,9.5,5
8.3,0.21,0.41,2.2,0.95,0.05,24,108,13,0.994,2.85,35,0.45,9.5,5
6.8,0.15,0.32,8.8,0.65,0.058,24,110,30,0.9972,3.4,48,0.4,8.8,6
7.9,0.16,0.64,17,1,0.05,69,210,18,1.0004,3.15,49,0.51,9.3,7
7.8,0.21,0.39,1.8,0.85,0.034,62,180,29,0.991,3.09,62,0.75,12.6,8
9,0.24,0.5,1.2,0.8,0.048,26,107,49,0.9918,3.21,94,0.34,12.4,6
5.7,0.21,0.24,2.3,0.5,0.047,60,189,28,0.995,3.65,32,0.72,10.1,6
7.8,0.29,0.36,7,0.75,0.042,38,161,37,0.9941,3.26,77,0.37,11.2,8
6.7,0.18,0.3,6.4,0.75,0.048,40,251,35,0.9956,3.29,72,0.52,10,5
6.7,0.18,0.3,6.4,0.9,0.048,40,251,35,0.9956,3.29,87,0.52,10,5
8.4,0.58,0.27,12.15,0.5,0.033,37,116,17,0.9959,2.99,22,0.39,10.8,6
7.2,0.16,0.32,0.8,1,0.04,50,121,21,0.9922,3.27,74,0.33,10,6
7.6,0.54,0.23,2,0.95,0.029,13,151,31,0.9931,3.04,55,0.33,10.4,5
8.4,0.58,0.27,12.15,0.65,0.033,37,116,43,0.9959,2.99,25,0.39,10.8,6
6.6,0.25,0.31,12.4,0.7,0.059,52,181,50,0.9984,3.51,4,0.47,9.8,6
7.3,0.23,0.37,1.9,0.8,0.041,51,165,41,0.9908,3.26,19,NA,12.2,8
7.3,0.39,0.37,1.1,1,0.043,36,113,32,0.991,3.39,38,0.48,12.7,8
7,0.46,0.39,6.2,0.7,0.039,46,163,34,0.9928,3.21,71,0.35,12.2,7
8.2,0.35,0.4,6.3,0.75,0.039,35,162,13,0.9936,3.15,11,NA,11.9,7
7.8,0.29,0.36,7,0.95,0.042,38,161,47,0.9941,3.26,60,0.37,11.2,8
9.2,0.35,0.39,0.9,0.9,0.042,15,61,35,0.9924,2.96,18,0.28,10.4,4
8,0.57,0.39,3.9,0.7,0.034,22,122,23,0.9917,3.29,2,0.67,12.8,7
6.5,0.37,0.33,3.9,0.6,0.027,40,130,30,0.9906,3.28,14,0.39,12.7,7
5.7,0.21,0.24,2.3,0.85,0.047,60,189,19,0.995,3.65,69,0.72,10.1,6
6.7,0.18,0.3,6.4,0.95,0.048,40,251,38,0.9956,3.29,71,0.52,10,5
7.8,0.13,0.3,1.8,0.85,0.04,43,179,16,0.9955,3.43,9,0.41,9,5
7.6,0.19,0.41,1.1,0.6,0.04,38,143,45,0.9907,2.92,90,0.42,11.4,5
7.3,0.22,0.41,15.4,1,0.05,55,191,29,1,3.32,92,0.59,8.9,6
6.3,0.29,0.4,6.5,1,0.039,43,167,13,0.9953,3.15,5,0.44,9.3,6
6.8,0.35,0.32,2.4,0.75,0.048,35,103,13,0.9911,3.28,10,0.46,12,8
6.5,0.19,0.32,1.4,0.7,0.04,31,132,29,0.9922,3.36,78,0.54,10.8,7
6.2,0.12,0.26,5.7,0.5,0.044,56,158,33,0.9951,3.52,78,0.37,10.5,6
6,0.13,0.28,5.7,0.75,0.038,56,189.5,15,0.9948,3.59,62,0.43,10.6,7
6.4,0.25,0.33,1.4,0.5,0.04,42,115,11,0.9906,3.19,83,0.48,11.3,7
6.9,0.32,0.16,1.4,0.55,0.051,15,96,50,0.994,3.22,64,0.38,9.5,4
7.6,0.19,0.41,1.1,0.9,0.04,38,143,50,0.9907,2.92,35,0.42,11.4,5
6.7,0.13,0.28,1.2,0.65,0.046,35,140,36,0.9927,3.33,23,0.33,10.1,7
7,0.14,0.41,0.9,0.85,0.037,22,95,22,0.9914,3.25,29,0.43,10.9,6
7.6,0.27,0.24,3.8,0.7,0.058,19,115,21,0.9958,3.15,58,0.45,8.9,5
7.3,0.22,0.41,15.4,0.9,0.05,55,191,19,1,3.32,56,0.59,8.9,6
7.4,0.64,0.47,14.15,1,0.168,42,185,47,0.9984,2.9,80,0.49,9.3,5
7.6,0.28,0.39,1.9,0.65,0.052,23,116,22,0.9941,3.25,21,0.4,10.4,6
8.3,0.26,0.41,9.2,0.7,0.042,41,162,26,0.9944,3.1,15,0.38,12,7
10.7,0.22,0.56,8.2,0.9,0.044,37,181,23,0.998,2.87,55,0.68,9.5,6
10.7,0.22,0.56,8.2,1,0.044,37,181,12,0.998,2.87,70,0.68,9.5,6
6.9,0.23,0.34,2.7,0.8,0.032,24,121,25,0.9902,3.14,87,0.38,12.4,7
6.2,0.3,0.32,1.7,0.75,0.032,30,130,41,0.9911,3.28,15,0.41,11.2,7
6.9,0.27,0.41,1.7,0.65,0.047,6,134,28,0.9929,3.15,8,0.69,11.4,6
6.9,0.28,0.41,1.7,0.9,0.05,10,136,28,0.993,3.16,22,0.71,11.4,6
6.9,0.28,0.3,1.6,0.75,0.047,46,132,49,0.9918,3.35,74,0.38,11.1,7
6.9,0.46,0.2,0.9,0.9,0.054,5,126,32,0.992,3.1,80,0.42,10.4,6
6.9,0.38,0.32,8.5,0.7,0.044,36,152,20,0.9932,3.38,34,0.35,12,7
5.7,0.43,0.3,5.7,0.65,0.039,24,98,45,0.992,3.54,61,0.61,12.3,7
6.6,0.56,0.16,3.1,0.8,0.045,28,92,30,0.994,3.12,33,0.35,9.1,6
7.1,0.36,0.56,1.3,1,0.046,25,102,20,0.9923,3.24,65,0.33,10.5,6
6.8,0.23,0.4,1.6,0.65,0.047,5,133,40,0.993,3.23,68,0.7,11.4,6
6.2,0.33,0.29,1.3,0.65,0.042,26,138,50,0.9956,3.77,57,0.64,9.5,5
5.6,0.49,0.13,4.5,0.6,0.039,17,116,50,0.9907,3.42,84,0.9,13.7,7
6.6,0.42,0.33,2.8,0.8,0.034,15,85,47,0.99,3.28,60,0.51,13.4,6
7.3,0.18,0.29,1.2,0.65,0.044,12,143,12,0.9918,3.2,61,0.48,11.3,7
8.1,0.19,0.4,0.9,0.65,0.037,73,180,40,0.9926,3.06,58,0.34,10,6
5.9,0.19,0.26,7.4,0.55,0.034,33,123,30,0.995,3.49,81,0.42,10.1,6
6.2,0.16,0.47,1.4,1,0.029,23,81,35,0.99,3.26,83,0.42,12.2,6
6.6,0.42,0.33,2.8,0.6,0.034,15,85,22,0.99,3.28,27,0.51,13.4,6
5.7,0.135,0.3,4.6,0.5,0.042,19,101,19,0.9946,3.31,82,0.42,9.3,6
5.6,0.49,0.13,4.5,0.6,0.039,17,116,29,0.9907,3.42,51,0.9,13.7,7
6.9,0.19,0.33,1.6,0.75,0.039,27,98,50,0.9898,3.09,83,0.46,12.3,7
7.3,0.18,0.29,1.2,0.7,0.044,NA,143,35,0.9918,3.2,36,0.48,11.3,7
7.3,0.25,0.36,13.1,0.8,0.05,35,200,37,0.9986,3.04,10,0.46,8.9,7
7.3,0.25,0.36,13.1,0.5,0.05,35,200,33,0.9986,3.04,21,0.46,8.9,7
7,0.2,0.34,5.7,1,0.035,32,83,10,0.9928,3.19,95,0.46,11.5,6
7.3,0.25,0.36,13.1,1,0.05,35,200,33,0.9986,3.04,45,0.46,8.9,7
6.3,0.67,0.48,12.6,0.6,0.052,57,222,34,0.9979,3.17,2,0.52,9.3,6
7.4,0.4,0.29,5.4,0.95,0.044,31,122,24,0.994,3.3,81,0.5,11.1,8
7.1,NA,0.31,2.2,0.7,0.044,29,128,22,0.9937,3.34,7,0.64,10.9,8
9,0.31,0.48,6.6,1,0.043,11,73,32,0.9938,2.9,95,0.38,11.6,5
6.3,0.39,0.24,6.9,0.5,0.069,9,117,15,0.9942,3.15,35,0.35,10.2,4
8.2,0.22,0.36,6.8,0.5,0.034,12,90,40,0.9944,3.01,34,0.38,10.5,8
7.1,0.19,0.28,3.6,0.8,0.033,16,78,44,0.993,2.91,27,0.78,11.4,6
7.3,0.25,0.36,13.1,0.9,0.05,35,200,46,0.9986,3.04,59,0.46,8.9,7
7.9,0.2,0.34,1.2,0.75,0.04,29,118,13,0.9932,3.14,61,0.41,10.6,6
7.1,0.26,0.32,5.9,0.55,0.037,39,97,14,0.9934,3.31,100,0.4,11.6,6
7,0.2,0.34,5.7,0.5,0.035,32,83,25,0.9928,3.19,68,0.46,11.5,6
6.9,0.3,0.33,4.1,0.65,0.035,26,155,21,0.9925,3.25,74,0.79,12.3,8
8.1,0.29,0.49,7.1,0.75,0.042,22,124,29,0.9944,3.14,92,0.41,10.8,6
5.8,0.17,0.3,1.4,0.85,0.037,55,130,35,0.9909,3.29,55,0.38,11.3,6
5.9,0.415,0.02,0.8,0.75,0.038,22,63,16,0.9932,3.36,90,0.36,9.3,5
6.6,0.23,0.26,1.3,0.85,0.045,16,128,25,0.9934,3.36,9,0.6,10,6
8.6,0.55,0.35,15.55,0.85,0.057,35.5,366.5,34,1.0001,3.04,30,0.63,11,3
6.9,0.35,0.74,1,0.95,0.044,18,132,50,0.992,3.13,17,0.55,10.2,5
7.6,0.14,0.74,1.6,0.75,0.04,27,103,37,0.9916,3.07,22,0.4,10.8,7
9.2,0.28,0.49,11.8,0.5,0.042,29,137,40,0.998,3.1,4,0.34,10.1,4
6.2,0.18,0.49,4.5,0.9,0.047,17,90,36,0.9919,3.27,0,0.37,11.6,6
5.3,0.165,0.24,1.1,0.5,0.051,25,105,39,0.9925,3.32,1,0.47,9.1,5
9.8,0.25,0.74,10,0.75,0.056,36,225,23,0.9977,3.06,93,0.43,10,4
